0.01
0.001
0.1
10000000
8.5
Expected squared distance per particle: 33000
Minimal aGF shell: 0.268794	0.085
Minimal GF shell:  1.5	3.5

2500	0.00054	0.00071	20.94924	0.00001	0.00011	0.00183
1150	0.00084	0.00275	20.94599	0.00005	0.00046	0.00512
545	0.00297	0.02303	20.94357	0.00020	0.00155	0.00295
255	0.02379	0.18402	20.94462	0.00295	0.01329	0.00284
118	0.18635	1.94980	20.94456	0.00766	0.03979	0.00227
55	1.65281	18.09404	20.94524	0.05893	0.30724	0.00114
25	14.17137	146.60670	20.95938	0.10244	0.17302	0.00514

2500	0.1	41.6	0.0	22.5
1150	0.9	317.7	0.0	77.6
545	5.0	3289.6	0.1	247.6
255	29.2	28138.8	1.0	2216.2
118	193.8	290148.8	2.5	6145.5
55	1303.9	2761058.7	22.0	48059.0
25	7888.0	24625805.5	95.5	48927.2

2500	16.8	59.2	0.7	22.7
1150	54.8	377.1	1.5	77.8
545	245.1	3521.1	4.6	248.5
255	1366.3	29109.2	49.1	2222.7
118	8631.8	294321.4	119.9	6153.1
55	58024.1	2775881.6	901.4	48063.7
25	350277.5	24642864.5	1317.7	48911.6

2500	12.0	59.8	8.4	28.6
1150	220.9	1216.0	94.4	386.7
545	2163.5	13629.9	337.2	1576.1
255	29395.9	108666.2	5188.1	12054.8
118	255530.2	1277757.8	13436.6	49735.6
55	2443391.8	11148489.1	104061.6	326842.8
25	21983758.5	63114701.5	157950.3	13627.7

